	Date	ImgSrc	Title	Price	Items	DisFol	DisLink	TwitFol	TwitLink
93	2021-11-20T15:06:00Z	https://nextdrop.s3.amazonaws.com/437mgc (2).gif	Mystic Girls Club	0.06 ETH	10000		https://twitter.com/MysticGirlsClub	2.7K	https://twitter.com/MysticGirlsClub
94	2021-11-20T17:00:00Z	https://nextdrop.s3.amazonaws.com/5010Cryptoetsgif.gif	CryptoETS	0.06 ETH	10000	0.5K	https://discord.gg/tBqkgUd2N4	1.0K	https://twitter.com/CryptoETS_Nft
95	2021-11-20T17:00:00Z	https://nextdrop.s3.amazonaws.com/5246COUNCIL OF KINGZ.jpg	Council of Kingz	0.08 ETH	7777	0.1K	https://discord.gg/CFMH56MYqV	46	https://twitter.com/Council_Kingz
96	2021-11-20T19:00:00Z	https://nextdrop.s3.amazonaws.com/2503drippy zombies1.jpg	Drippyzombies	0.08 ETH	8000	18.3K	https://discord.gg/THePrGBN6b	9.7K	https://twitter.com/DRIPPYZOMBIES
97	2021-11-20T20:00:00Z	https://nextdrop.s3.amazonaws.com/25544.png	Ashes Of Light	0.08 ETH	10000	1.1K	https://discord.gg/NSPTdTacge	2.4K	https://twitter.com/AshesOfLightNFT
98	2021-11-20T21:00:00Z	https://nextdrop.s3.amazonaws.com/9659Chic Cow	Chic Cow&Bullzz	0.08 ETH	3333	3.1K	https://discord.gg/XU8M4txRFE	8.6K	https://twitter.com/CowBullzz
99	2021-11-21T00:00:00Z	https://nextdrop.s3.amazonaws.com/8620-bulltangclan.png	BullTangClan	0.04 ETH	8888	2.2K	http://discord.gg/6wHjSY7rQ5	2.5K	https://twitter.com/bulltangclan
100	2021-11-21T05:01:00Z	https://nextdrop.s3.amazonaws.com/6414-totz.gif	Faceless Totz	0.025 ETH	888	0.4K	https://discord.gg/HK4K5rxkWa	0.2K	https://twitter.com/FacelessTotz
101	2021-11-21T17:00:00Z	https://nextdrop.s3.amazonaws.com/4002-Instagram 512x512.png	TheFruits	0.05 ETH	5000	0.8K	https://discord.gg/z4EquQa4yx	0.2K	https://twitter.com/TheFruitsNFT
102	2021-11-21T22:00:00Z	https://nextdrop.s3.amazonaws.com/5300-4.gif	ANIME AZTECS	0.06 ETH	3773	0.4K	https://discord.gg/p4Vjgfqk	1.0K	https://twitter.com/AnimeAztecs
103	2021-11-21T23:00:00Z	https://nextdrop.s3.amazonaws.com/3416legion of witches.png	Legion of Witches	0.03 ETH	10000	2.2K	https://discord.gg/5XVe7ExacJ	10.7K	https://twitter.com/LegionOfWitches
104	2021-11-21T23:13:00Z	https://nextdrop.s3.amazonaws.com/6836-Webp.net-gifmaker.gif	Java Jelly's	0.04 ETH	10000	0.1K	https://discord.gg/CX3DFpwn	1.6K	https://twitter.com/TheJavaJellyNft
105	2021-11-22T16:00:00Z	https://nextdrop.s3.amazonaws.com/5500rave bunnies.jfif	Rave Bunnies	0.073 ETH	10000	0.9K	https://discord.gg/N6DkpqfZgE	1.4K	https://twitter.com/Ravebunnies_NFT
106	2021-11-23T01:00:00Z	https://nextdrop.s3.amazonaws.com/1874CG Gif Full.gif	Comical Girl	0.04 ETH	10000	17	https://discord.com/invite/2FkEXm2wjn	12	https://twitter.com/ComicalGirlNFT
107	2021-11-23T20:00:00Z	https://nextdrop.s3.amazonaws.com/7278critters-small.gif	Cranky Critters	0.06 ETH	6000	0.8K	https://discord.gg/ZdGWrqH9B5		https://twitter.com/CrankyCritters_
108	2021-11-24T14:00:00Z	https://nextdrop.s3.amazonaws.com/1328Fast-3-Best-Quality.gif	Punked Pups Poose	0.025 ETH	9555	3.5K	https://discord.gg/jCE9F94gV2	1.5K	https://twitter.com/punkedpups
109	2021-11-24T16:00:00Z	https://nextdrop.s3.amazonaws.com/3613Screenshot 2021-11-04 at 01.37.32.png	FRAMES by MurAll	0.244 ETH	4444	6.6K	https://discord.gg/WC3PPW5vZJ	55.5K	https://twitter.com/MurAll_art
110	2021-11-24T23:00:00Z	https://nextdrop.s3.amazonaws.com/8173Overtime-x-NFT-FC.gif	NFT FC	0.05 ETH	10000	2.3K	https://discord.com/invite/EzXM4kpKqq		https://twitter.com/NFTFC21
111	2021-11-25T14:09:00Z	https://nextdrop.s3.amazonaws.com/KiKi_cropped.png	Homeward	0.035 ETH	5000	0.3K	https://discord.com/invite/BjZKpZwPcd	0.2K	https://twitter.com/HomewardNFT
112	2021-11-25T15:04:00Z	https://nextdrop.s3.amazonaws.com/2053photo_2021-10-27_14-43-55.jpg	YOU ARE LION	0.07 ETH	5555	0.5K	https://discord.gg/W76GsuC5	2.3K	https://twitter.com/NFTyouare
113	2021-11-25T16:00:00Z	https://nextdrop.s3.amazonaws.com/2642gif.gif	Dorkko	0.06 ETH	10000	0.1K	https://discord.gg/8GTxGXCD	2.0K	https://twitter.com/DorkkoNFT
114	2021-11-25T17:00:00Z	https://nextdrop.s3.amazonaws.com/828385.png	Council of Kingz	0.07 ETH	7777	91	https://discord.gg/vFdPW4pQ7Q	18	https://twitter.com/Council_Kingz
115	2021-11-25T18:00:00Z	https://nextdrop.s3.amazonaws.com/1640wildape gang.gif	The Wild Ape Gang	0.08 ETH	10000	4.7K	https://discord.gg/RdvVmpf7EH	9.7K	https://twitter.com/wildapegangnft
116	2021-11-25T19:00:00Z	https://nextdrop.s3.amazonaws.com/7394women rise.jpg	Women Rise	0.07 ETH	10000	54	https://discord.com/invite/X5Ut9u7MGW	0.2K	https://twitter.com/WomenriseNFT
117	2021-11-25T20:00:00Z	https://nextdrop.s3.amazonaws.com/9915chamillion.jpg	Chamillions	0.03 ETH	5555	50	https://discord.gg/H7v5gJSMpB	0.2K	https://twitter.com/chamillionnft
118	2021-11-26T00:00:00Z	https://nextdrop.s3.amazonaws.com/8773knights.gif	Knights Of Chain	0.1 ETH	9999	15	https://discord.gg/vnhHUxg9WJ	3	https://twitter.com/Knightsofchain
119	2021-11-26T21:00:00Z	https://nextdrop.s3.amazonaws.com/8074AstronautSlider.png	The Clown Collective	0.05 ETH	6666	23	https://discord.gg/fvekX9bgdr	16	https://twitter.com/ClownCollective
120	2021-11-26T22:00:00Z	https://nextdrop.s3.amazonaws.com/650631WG.png	Wasted Goose	0.06 ETH	8888	0.1K	https://discord.gg/hfjgPf3fQB	0.2K	https://twitter.com/WastedGooseNFT
121	2021-11-27T00:30:00Z	https://nextdrop.s3.amazonaws.com/1041-54689217-7DF1-4193-A930-DA3AA53670DE.jpeg	Emodicons Legacy	0.05 ETH	7777	0.3K	https://discord.gg/XsfgWEJmyc	0.5K	https://twitter.com/emodicons
122	2021-11-27T05:00:00Z	https://nextdrop.s3.amazonaws.com/5694167-min.png	Passion Pops by RAD	0.06 ETH	1234	36	https://discord.com/invite/7guJ2z5HYt	0.1K	https://twitter.com/PassionPopsRAD
123	2021-11-27T07:00:00Z	https://nextdrop.s3.amazonaws.com/1273Comp_1.gif	Battle Bears TCG	0.069 ETH	10000	7	https://discord.gg/kMvWUyCxnf 		https://twitter.com/notifications
