	Date	ImgSrc	Title	Price	Items	DisFol	DisLink	TwitFol	TwitLink
10	2021-11-09T20:00:00Z	https://nextdrop.s3.amazonaws.com/705102SERIES-02 (1).jpg	"Galactic Goose	"	1.99 SOL	9768	0.7K	https://discord.gg/GalacticGoose	3.6K	https://twitter.com/GooseGalaxyNFT
11	2021-11-09T23:00:00Z	https://nextdrop.s3.amazonaws.com/9248-air crafts.png	Aircrafts	0.33 SOL	3333	0.6K	https://discord.gg/aircrafts	0.2K	https://twitter.com/AircraftsNFT
12	2021-11-10T12:00:00Z	https://nextdrop.s3.amazonaws.com/888SolNinja-go.jpg	SolNinja-go	0.4 SOL	400	2.9K	https://discord.gg/nTeNt2eTMA	0.6K	https://twitter.com/Solninja_go
13	2021-11-10T12:30:00Z	https://nextdrop.s3.amazonaws.com/9774block cheese.jpg	"Block Cheese Gang	"	0.1 SOL	8888	0.2K	https://discord.gg/fFYGnccAdr	0.6K	https://twitter.com/BlockCheeseGang
14	2021-11-10T14:58:00Z	https://nextdrop.s3.amazonaws.com/17770BFE9B5B-F149-46C4-BF8F-15EC1E3EB663.jpeg	Whalebe	1.0 SOL	2500	2	https://discord.gg/EQTsWqqT6j	4	 https://twitter.com/Whalebe_NFT/
15	2021-11-10T16:00:00Z	https://nextdrop.s3.amazonaws.com/9235cryptive nft.jfif	CryptiveNFT	0.75 SOL	1000	62	https://discord.gg/csYE2Ryx	0.1K	https://twitter.com/CryptiveNFT
16	2021-11-10T18:30:00Z	https://nextdrop.s3.amazonaws.com/5669panda pals.gif	"Panda Pals NFT	"	0.5 SOL	5000	1.1K	https://discord.gg/KXTEDDAaeA	0.6K	https://twitter.com/PandaPalsSOL
17	2021-11-10T19:00:00Z	https://nextdrop.s3.amazonaws.com/6507mad bees nFT.jpg	Mad Bees	0.5 SOL	3333	0.1K	https://discord.gg/vkEuu8wZh2		https://twitter.com/bees_sol
18	2021-11-10T19:00:00Z	https://nextdrop.s3.amazonaws.com/8207Обложка для твиттера.png	Secret Deed NFT	0.7 SOL	5555	29	https://discord.gg/SvYKAPDZdw	0.2K	https://twitter.com/secretdeednft
19	2021-11-10T19:30:00Z	https://nextdrop.s3.amazonaws.com/9634solmason.gif	SolFreeMason	0.99 SOL	5444	0.3K	https://discord.gg/UtfYXtvS	0.9K	https://twitter.com/SolanaFreeMason
20	2021-11-10T20:00:00Z	https://nextdrop.s3.amazonaws.com/4006santosalan.png	Santasolan	0.4 SOL	10000	12.2K	https://discord.gg/VmnRKaAJYR	13.9K	https://twitter.com/Santasolan
21	2021-11-10T20:00:00Z	https://nextdrop.s3.amazonaws.com/3439hot-bunnies.gif	Hotbunnies NFT	1.5 SOL	500	5.1K	https://discord.gg/hotbunniesnft	5.5K	https://twitter.com/HotBunniesNFT
22	2021-11-10T20:00:00Z	https://nextdrop.s3.amazonaws.com/2269-SolDark.jpg	SolDark	0.05 SOL	333	0.5K	https://discord.gg/cHVjxSxgR2	0.4K	https://twitter.com/SolDark0
23	2021-11-10T20:00:00Z	https://nextdrop.s3.amazonaws.com/3789Solana Monks.png	Solana Monks	1.0 SOL	5800	0.2K	https://discord.gg/SJs6qhjBAC	0.2K	https://twitter.com/solanamonks
24	2021-11-10T20:00:00Z	https://nextdrop.s3.amazonaws.com/8898merman fighters.png	"Merman Fighters	"	0.25 SOL	555	32	https://discord.gg/7f3xjwexZ6	0.2K	https://twitter.com/Merman_Fighters
25	2021-11-10T23:00:00Z	https://nextdrop.s3.amazonaws.com/2624cryptogleeclub.gif	CryptoGleeClub	1.0 SOL	6868	2.9K	https://discord.gg/qTJbmtcRt5		https://twitter.com/cryptogleeclub
26	2021-11-10T23:00:00Z	https://nextdrop.s3.amazonaws.com/5372panda parent club.png	Panda Parent Club	0.45 SOL	2000	12	https://discord.gg/MkShJDsGeE	36	https://twitter.com/PandaParentClub
27	2021-11-11T00:00:00Z	https://nextdrop.s3.amazonaws.com/9047shibalegends.webp	ShibaLegends	0.99 SOL	3986	0.7K	https://discord.gg/gJXU8ZKFYQ		none
28	2021-11-11T03:11:00Z	https://nextdrop.s3.amazonaws.com/1115ShaktiNova.jpg	ShaktiNova	0.33 SOL	7777	0.2K	https://discord.gg/dw5ZfEnBbH	2.4K	https://twitter.com/shaktinova
29	2021-11-11T10:11:00Z	https://nextdrop.s3.amazonaws.com/5258Gif_Kanye.gif	100 Dollar Bill Club. Guest List 	1.11 SOL	1111	0.2K	https://discord.com/invite/2TdyVVRBsK	0.4K	https://twitter.com/100DollarBC
30	2021-11-11T11:11:00Z	https://nextdrop.s3.amazonaws.com/4743-team_banner_wide.png	Super Pixel Syndicate	0.25 SOL	1000		https://discord.gg/superpixelers	3.7K	https://twitter.com/superpixelers
31	2021-11-11T11:11:00Z	https://nextdrop.s3.amazonaws.com/9282slickbacks_fixed.gif	Super Pixel Syndicate	0.25 SOL	800	1.2K	https://discord.gg/superpixelers	2.6K	https://twitter.com/SuperPixelers
32	2021-11-11T14:00:00Z	https://nextdrop.s3.amazonaws.com/8047-generative realms.jpg	Generative Realms	1.5 SOL	700	0.4K	https://discord.gg/rKmt8XXerW	0.3K	https://twitter.com/RealmsNFT
33	2021-11-11T15:00:00Z	https://nextdrop.s3.amazonaws.com/3554coalition of arms.jpg	"Coalition of Arms	"	1.0 SOL	6666	2.1K	https://discord.gg/cofa	0.9K	https://twitter.com/CoalitionofArms
34	2021-11-11T16:00:00Z	https://nextdrop.s3.amazonaws.com/1448-soilets-batch-5-200x200.gif	Soilets	3.0 SOL	50			1.3K	https://twitter.com/SoiletsNFT
35	2021-11-11T16:00:00Z	https://nextdrop.s3.amazonaws.com/4284butterfly souls.gif	"Butterfly souls	"	0.5 SOL	5555	40	https://discord.gg/3FB7aQkCRv	51	https://twitter.com/ButterflySouls6
36	2021-11-11T16:11:00Z	https://nextdrop.s3.amazonaws.com/4345https___s3.us-west-1.amazonaws.com_redwood-labs_alphadrop_uploads_images_75ce7ef8d2f74118b29ad90dd179b43c.png	Kajal Mishra	0.33 SOL	7777	0.2K	https://discord.gg/Q32F4tsn		https://twitter.com/shaktinova 
37	2021-11-11T17:00:00Z	https://nextdrop.s3.amazonaws.com/9925minimecha NFT.png	MiniMecha	2.0 SOL	10000	0.6K	https://discord.gg/MiniMechaNFT	5.6K	https://twitter.com/MiniMechaNFT
38	2021-11-11T17:00:00Z	https://nextdrop.s3.amazonaws.com/7377-FB Post-new.png	Octopus Game NFT	2.0 SOL	10000	6.4K	https://discord.com/invite/octopusgamenft	2.5K	https://twitter.com/OctopusgameNFT
39	2021-11-11T17:00:00Z	https://nextdrop.s3.amazonaws.com/9837-Octupus-game.png	"Octopus Game NFT	"	2.0 SOL	10000	6.2K	https://discord.gg/octopusgamenft	2.3K	https://twitter.com/OctopusgameNFT
40	2021-11-11T17:00:00Z	https://nextdrop.s3.amazonaws.com/436530.png	SolHunterPad	2.0 SOL	10000	1.1K	https://discord.gg/7PYMWnhM76	1.1K	https://twitter.com/solhunterpad
41	2021-11-11T17:00:00Z	https://nextdrop.s3.amazonaws.com/967skull division.png	"Skull Division	"	1.0 SOL	8888	0.5K	https://discord.gg/AD2kmCjFmb	1.0K	https://twitter.com/SkullDiv
42	2021-11-11T17:00:00Z	https://nextdrop.s3.amazonaws.com/6738Eule_3D_Grundlage_Weihnachtskugel12.png	Flappy Owls	0.5 SOL	5000	0.8K	https://discord.com/invite/yJdMTKKb8V	0.9K	https://twitter.com/Flappy_Owls
43	2021-11-11T17:00:00Z	https://nextdrop.s3.amazonaws.com/8585-wukong-sol1.jpg	"Wukong Sol	"	0.6 SOL	200	1.5K	https://discord.com/invite/kCFNF5Wczv	0.3K	https://twitter.com/WukongSol
44	2021-11-11T18:00:00Z	https://nextdrop.s3.amazonaws.com/7698Новый проект (1).jpg	Rabisol	0.2 SOL	10000	0.4K	https://discord.gg/8bcbJM4gRW	4.7K	https://twitter.com/rabisolnft
45	2021-11-11T19:00:00Z	https://nextdrop.s3.amazonaws.com/2563-retriever collection.gif	The Retriever Party	0.25 SOL	4444	0.2K	https://discord.gg/eUgh5knteb	2.4K	https://twitter.com/RetrieverParty
46	2021-11-11T19:00:00Z	https://nextdrop.s3.amazonaws.com/2936-tacodoogs.jpg	"TacoDogs	"	0.2 SOL	10000	13	https://discord.gg/wFnvmMjR	34	https://twitter.com/Taco_Dogs
47	2021-11-11T20:00:00Z	https://nextdrop.s3.amazonaws.com/7329-Solchan-pet.jpg	"Solchan pets	"	0.5 SOL	1555	6.8K	https://discord.gg/solchan	5.1K	https://twitter.com/Solchan_NFT
48	2021-11-11T20:00:00Z	https://nextdrop.s3.amazonaws.com/7437stranded unicorns.jpg	"Stranded Unicorns	"	0.0 SOL	12500	5.4K	https://discord.gg/unicornsnft	1.2K	https://twitter.com/unicornsnft
49	2021-11-11T20:00:00Z	https://nextdrop.s3.amazonaws.com/2607Metaverse Racer.gif	Metaverse Racer	1.0 SOL	10000	3	https://discord.gg/uXHJUhnnys	0.6K	https://twitter.com/MetaverseRacer
50	2021-11-11T20:00:00Z	https://nextdrop.s3.amazonaws.com/1819origins of pink metaverse.jpg	Origins of a Pink Metaverse	1.0 SOL	3000	12	https://discord.gg/pU5cTakW6y	62	https://twitter.com/pinkmetaverse
51	2021-11-11T20:00:00Z	https://nextdrop.s3.amazonaws.com/9512the contras.jpeg	"The Contras	"	0.18 SOL	8888	18	https://discord.gg/X7vpm97txS	53	https://twitter.com/TheContrasNFT
52	2021-11-11T20:00:00Z	https://nextdrop.s3.amazonaws.com/366solsunsets.gif	Solsunsets	0.33 SOL	4444	15	https://discord.gg/RNSRHaxzbR	9	https://twitter.com/solsunsets
53	2021-11-11T22:00:00Z	https://nextdrop.s3.amazonaws.com/83510euvre AI.jpg	0euvre Al	1.0 SOL	999	62	https://discord.gg/qMbBVNASTS		https://twitter.com/0euvreAI
54	2021-11-11T22:10:00Z	/static/media/default.png	11:11	1.111 SOL	1111		https://discord.gg/w3Up7ttQCX	2.1K	https://twitter.com/ONEOF1art
55	2021-11-11T22:22:00Z	https://nextdrop.s3.amazonaws.com/4802solseats.png	SolSeats	0.69 SOL	4069	74	https://discord.gg/XBtP8RDg	0.1K	https://twitter.com/SolSeats
56	2021-11-11T23:00:00Z	https://nextdrop.s3.amazonaws.com/4309-nasty-nerds.jpg	Nasty Nerds	1.111 SOL	10101	0.5K	https://discord.gg/nastynerds	4.2K	https://twitter.com/nasty_nerds
57	2021-11-11T23:00:00Z	https://nextdrop.s3.amazonaws.com/1486my-crypto-elvis.jpg	"My Crypto Elvis	"	1.0 SOL	1935	0.6K	https://discord.com/invite/dMAFjXRz	91	https://twitter.com/MyCryptoElvis
58	2021-11-12T00:00:00Z	https://nextdrop.s3.amazonaws.com/4997-cool salamanders.jpg	CoolSalamanders	0.66 SOL	8888		https://discord.gg/uUavw7tPWP	1.6K	https://twitter.com/coolsalamanders
59	2021-11-12T09:00:00Z	https://nextdrop.s3.amazonaws.com/8486-neopets metaverse.jpg	"Neopets Metaverse	"	1.0 SOL	10500	10.1K	https://discord.gg/neopets-metaverse	22.3K	https://twitter.com/NeopetsMeta
60	2021-11-12T13:00:00Z	https://nextdrop.s3.amazonaws.com/6432epic arcades.jpg	Epic Arcades	0.22 SOL	20		none	40	https://twitter.com/Epic_Arcades
61	2021-11-12T16:55:00Z	https://nextdrop.s3.amazonaws.com/9367Jasol NFT.jpg	JaSOL NFT	0.55 SOL	5555	1.3K	https://discord.gg/sx2zHttmsz		https://twitter.com/JaSOL_NFT
62	2021-11-12T18:00:00Z	https://nextdrop.s3.amazonaws.com/7527sigh ducks.gif	Sigh Ducks PX777	0.77 SOL	777	0.7K	https://discord.gg/sighducks	1.7K	https://twitter.com/sighducks
63	2021-11-12T20:00:00Z	https://nextdrop.s3.amazonaws.com/3492mad gorillas.gif	Mad Gorillas	0.33 SOL	299	0.1K	https://discord.gg/r38fGNTrdZ	0.8K	https://twitter.com/madgorillas
64	2021-11-12T20:00:00Z	https://nextdrop.s3.amazonaws.com/5318Consols-nft.jpg	Consols	1.0 SOL	3500	0.2K	https://discord.gg/C59Y7jUVyB	0.3K	https://twitter.com/ConsolsNFTs
65	2021-11-12T20:00:00Z	https://nextdrop.s3.amazonaws.com/185-Bladius.jpg	Bladius	0.0 SOL	10000	11	https://discord.gg/VnDbh3MwfS	17	https://twitter.com/BladiusNFT
66	2021-11-12T22:00:00Z	https://nextdrop.s3.amazonaws.com/4956solana beauties.png	"Solana Beauties	"	1.0 SOL	8888	1.9K	https://discord.gg/G45xBVHqmm	7.3K	https://twitter.com/solanabeauties
67	2021-11-13T02:30:00Z	https://nextdrop.s3.amazonaws.com/1110-squaddies-club.png	Squaddies Club NFT!	0.27 SOL	2777	0.9K	https://discord.com/invite/h8nkbANzBA	2.1K	https://twitter.com/SquaddiesMMORPG
68	2021-11-13T04:00:00Z	https://nextdrop.s3.amazonaws.com/3952solclouds.gif	SolClouds	1.0 SOL	8888	1.3K	https://discord.gg/ySgtACEMvM	0.3K	https://twitter.com/SolCloudsNFT
69	2021-11-13T04:20:00Z	https://nextdrop.s3.amazonaws.com/9678Banner.jpg	The Koalanas	1.0 SOL	6969		https://discord.io/koalana	3.7K	https://twitter.com/KoalanaNFT
70	2021-11-13T15:00:00Z	https://nextdrop.s3.amazonaws.com/1018project-paradise.webp	"Project Paradise	"	0.8 SOL	10000	2.6K	https://discord.gg/ZTFfTwWdWd	2.0K	https://twitter.com/TheParadiseNFT
71	2021-11-13T15:00:00Z	https://nextdrop.s3.amazonaws.com/8274gemstones.gif	Gemstones	0.25 SOL	4500	2.2K	https://discord.gg/d3Hxf7TapP	1.2K	https://twitter.com/GemstonesNFT
72	2021-11-13T15:00:00Z	https://nextdrop.s3.amazonaws.com/4357-Pengos NFT.jpg	Pengos	0.25 SOL	6969	1.2K	https://discord.com/invite/pengosnft	0.8K	https://twitter.com/PengosNFT
73	2021-11-13T16:35:00Z	https://nextdrop.s3.amazonaws.com/6560solanaworlds_twitter.png	Solana Worlds	0.5 SOL	5555			8.3K	https://twitter.com/REAMS___
74	2021-11-13T18:00:00Z	https://nextdrop.s3.amazonaws.com/3184-SOLTOWERS_COLLECTION_2.png	SolTowers	0.3 SOL	2000	3.8K	https://discord.gg/soltowers	2.0K	https://twitter.com/soltowers_art
75	2021-11-13T19:00:00Z	https://nextdrop.s3.amazonaws.com/6505-blissfulbulls.png	Blissful Bulls	0.25 SOL	800	0.4K	https://discord.gg/VrxbR9YR		none
76	2021-11-13T19:00:00Z	https://nextdrop.s3.amazonaws.com/4072-braveshrooms.jpg	BraveShrooms	0.8 SOL	10000	2.1K	https://discord.gg/T9dr78bDfK	66	https://twitter.com/brave_shrooms
77	2021-11-13T20:00:00Z	https://nextdrop.s3.amazonaws.com/2184эм.jpg	Solana Bullz	1.0 SOL	7777	1.3K	https://discord.gg/4MJczdBEcs	0.6K	https://twitter.com/BullzSolana
78	2021-11-13T21:00:00Z	https://nextdrop.s3.amazonaws.com/1620-Lana-frogs.jpg	"Lana Frogs	"	0.42 SOL	4444	0.7K	https://discord.gg/gZn3sB56Jh	0.7K	https://twitter.com/lanafrogs_nft
79	2021-11-13T22:00:00Z	https://nextdrop.s3.amazonaws.com/2145Sol-Universe.jpg	"Sol-Universe	"	0.5 SOL	10000	94	https://discord.gg/8tpbsJuSet		https://twitter.com/SolUniverse_nft
80	2021-11-13T22:00:00Z	https://nextdrop.s3.amazonaws.com/9959-chat_general.png	CatFamily	0.33 SOL	5555		discord.gg/catfamily	2.3K	https://twitter.com/CatFamilyNFT
81	2021-11-13T22:00:00Z	https://nextdrop.s3.amazonaws.com/5074million pound ape.png	"millionpoundapes	"	0.88 SOL	8888	1.6K	https://discord.gg/millionpoundape	0.7K	https://twitter.com/millionpoundape
82	2021-11-13T22:00:00Z	https://nextdrop.s3.amazonaws.com/1373solestials_pfp.png	Solestials	0.33 SOL	4385	0.2K	https://discord.gg/FqXwCkCDuE	0.1K	https://twitter.com/SolestialsNFT/
83	2021-11-13T23:30:00Z	https://nextdrop.s3.amazonaws.com/1475ground zero.png	Ground Zero Metasociety	0.75 SOL	10000	1.2K	https://discord.gg/MvAfHCbGzk	4.2K	https://twitter.com/GroundZeroMS
84	2021-11-13T23:36:00Z	https://nextdrop.s3.amazonaws.com/5505-83.png	The Clown Town NFT	0.8 SOL	1000	6.3K	https://discord.gg/8qRhrz2hKE	2.0K	https://twitter.com/theclowntownnft
85	2021-11-14T16:00:00Z	https://nextdrop.s3.amazonaws.com/7058-cyberkidz.jpg	Cyber Kidz	1.0 SOL	7363	2.4K	https://discord.gg/4cwDbhv6yU	5.5K	https://twitter.com/CyberKidz_
86	2021-11-14T17:00:00Z	https://nextdrop.s3.amazonaws.com/486frog party.png	FrogParty	1.0 SOL	8888	0.2K	https://discord.gg/frogparty	0.1K	https://twitter.com/FrogPartyNFT
87	2021-11-14T18:00:00Z	https://nextdrop.s3.amazonaws.com/9098soltoast.gif	SolToasts	0.2 SOL	1500	31	https://discord.gg/UeWHeeVTqp	1.8K	https://twitter.com/SolToasts
88	2021-11-14T18:00:00Z	https://nextdrop.s3.amazonaws.com/5786-mythix nft.jfif	Mythix NFTs	0.22 SOL	2222	0.3K	https://discord.com/invite/mythixnfts	0.2K	https://twitter.com/MythixNFTs
89	2021-11-14T20:00:00Z	https://nextdrop.s3.amazonaws.com/1853LuxAI.jpg	LuxAI	1.0 SOL	5000	2.8K	https://discord.gg/PGQ9D9wrYk	3.5K	https://twitter.com/@luxaiart
90	2021-11-14T20:00:00Z	https://nextdrop.s3.amazonaws.com/2615koi society.png	Koi Society	1.0 SOL	10000	0.3K	https://discord.com/invite/AWn5uZw52B	0.6K	https://twitter.com/KoiSocietyNFT
91	2021-11-14T20:00:00Z	https://nextdrop.s3.amazonaws.com/320web5.gif	Skullies	1.0 SOL	6666	0.9K	http://discord.gg/BJFWhpWgCy	0.2K	https://twitter.com/SolanaSkullies
92	2021-11-14T20:00:00Z	https://nextdrop.s3.amazonaws.com/7724-– Meow Meow –.gif	Meow Meow	0.35 SOL	999	13	https://discord.gg/95q9wHec6N	32	https://twitter.com/nft_meow
93	2021-11-14T21:00:00Z	https://nextdrop.s3.amazonaws.com/1410cyberpunk district.png	"Cyberpunk Districts	"	1.0 SOL	200	22	https://discord.gg/RNYGzyaaWt	30	https://twitter.com/CPDistricts
94	2021-11-15T00:00:00Z	https://nextdrop.s3.amazonaws.com/2302-mad circus.png	Mad Circus Club	0.55 SOL	4000	0.1K	https://discord.gg/CJysqYk6dd	0.3K	https://twitter.com/madcircusclub
95	2021-11-15T08:00:00Z	https://nextdrop.s3.amazonaws.com/8095SolanaEagle.jpg	SolanaEagles	0.2 SOL	3333	1.3K	https://discord.gg/ATwBjqxVrx	3.1K	https://twitter.com/SolanaEagle
96	2021-11-15T09:00:00Z	https://nextdrop.s3.amazonaws.com/4613careless cats.gif	Careless Cats	0.25 SOL	3333	10	https://discord.gg/86mCXYhtab	0.2K	https://twitter.com/CarelessCats
97	2021-11-15T13:00:00Z	https://nextdrop.s3.amazonaws.com/6773Sovana.gif	Sovana	1.62 SOL	8161	0.3K	https://discord.gg/CBjcBJQzRQ	0.3K	https://twitter.com/sovanadao
98	2021-11-15T13:00:00Z	https://nextdrop.s3.amazonaws.com/7819Maskats GIF.gif	Maskats	2.5 SOL	10000	0.8K	https://discord.gg/ft5sc9maE5	39	https://twitter.com/maskatsnft
99	2021-11-15T17:00:00Z	https://nextdrop.s3.amazonaws.com/6496-basis.jpg	Basis Markets	0.0 SOL	4000	0.5K	https://discord.com/invite/basismarkets	1.7K	https://twitter.com/basismarkets
100	2021-11-15T17:00:00Z	https://nextdrop.s3.amazonaws.com/1415-zippy zebras.jpg	Zippy Zebras NFT	0.5 SOL	8000		https://discord.gg/W7gUEHPZ	0.2K	https://twitter.com/ZippyZebrasNFT
101	2021-11-15T18:00:00Z	https://nextdrop.s3.amazonaws.com/6478Solrillaz social.jpg	"Solrillaz Social Club	"	1.0 SOL	7777	1.2K	https://discord.com/invite/R8FsRhnw	3.4K	https://twitter.com/Solrillaz
102	2021-11-15T18:00:00Z	https://nextdrop.s3.amazonaws.com/6940solhyenas.png	solhyenas	0.2 SOL	1000	4.1K	https://discord.gg/V42eQfkp	35	https://twitter.com/SolHyenas
103	2021-11-16T00:00:00Z	https://nextdrop.s3.amazonaws.com/2358The crypto bucks.jpg	"The Crypto Bucks	"	2.0 SOL	9999	0	https://discord.gg/KcpApYpu	29	https://twitter.com/CryptoBucksNFT
104	2021-11-16T00:00:00Z	https://nextdrop.s3.amazonaws.com/6379drop-1-lg.jpg	Abstrart	1.0 SOL	100	8	https://discord.gg/82dVtHhTZf	3	https://twitter.com/abstrartnft
105	2021-11-16T16:00:00Z	https://nextdrop.s3.amazonaws.com/576solblock punks.png	"SOL BLOCK PUNKS	"	0.2 SOL	5000		none	0.3K	https://twitter.com/solblockpunks
106	2021-11-16T16:00:00Z	https://nextdrop.s3.amazonaws.com/3875-inklabs.png	InkLabs [Drop 1]	0.75 SOL	100	0.1K	https://discord.gg/mtyPhJkpSV	81	https://twitter.com/Inklabsnft
107	2021-11-16T18:00:00Z	https://nextdrop.s3.amazonaws.com/7246solblock.gif	"SOL BLOCK PUNKS	"	0.2 SOL	5000	30	https://discord.gg/wCfHR6EV2f	56	https://twitter.com/solblockpunks
108	2021-11-16T19:00:00Z	https://nextdrop.s3.amazonaws.com/3867mutant dogs club.png	"Mutant Dogs Club	"	0.5 SOL	1311	0.9K	https://discord.gg/ekrx7MPZBj		https://twitter.com/mutantdogsclub
109	2021-11-16T19:00:00Z	https://nextdrop.s3.amazonaws.com/2254-naughty fingers.jpg	Naughty Fingers	1.0 SOL	8888	4.7K	https://discord.gg/aySjJ2PQwZ	11.5K	https://twitter.com/NaughtyFingerss
110	2021-11-16T21:30:00Z	https://nextdrop.s3.amazonaws.com/2769solana windows.png	Solana Windows	0.25 SOL	5000	84	https://discord.gg/uyyMdkBn58	70	https://twitter.com/SolanaWindows
111	2021-11-16T21:30:00Z	https://nextdrop.s3.amazonaws.com/3369Sol Windows.gif	Solana Windows	0.25 SOL	5000	29	https://discord.gg/uyyMdkBn58	21	https://twitter.com/SolanaWindows
112	2021-11-16T22:00:00Z	https://nextdrop.s3.amazonaws.com/6923Pink electro disco 3.jpeg	CoGoNuts	0.61 SOL	6001	0.1K	https://discord.gg/efACqGV2PM	1.2K	https://twitter.com/CoGoNuts_SOL
113	2021-11-17T14:00:00Z	https://nextdrop.s3.amazonaws.com/3466plant1_merged.86fec699.png	Lost World’s Herbarium	0.0 SOL	20000	0.6K	https://discord.com/invite/9ZKhcKuztV	0.7K	https://twitter.com/HerbariumNft
114	2021-11-17T15:00:00Z	https://nextdrop.s3.amazonaws.com/1674solspacestations.gif	SolSpaceStation	3.0 SOL	1000	58	https://discord.gg/tJbNhZcq3P	0.3K	https://twitter.com/SolSpaceStation
115	2021-11-17T15:00:00Z	https://nextdrop.s3.amazonaws.com/8659bluechipbaboons.png	Bluechip Baboon Collective	1.0 SOL	5555	39	https://discord.gg/59hSbQBZEZ	23	https://twitter.com/BluechipBaboons
116	2021-11-17T17:30:00Z	https://nextdrop.s3.amazonaws.com/836hypebeast.png	HypeBeastsWorld	1.5 SOL	5000	0.7K	https://discord.gg/5Tc4V6v5Gf		https://twitter.com/HypeBeastsWorld
117	2021-11-17T21:00:00Z	https://nextdrop.s3.amazonaws.com/9541soldisorder.jpg	"Sol Disorders	"	2.0 SOL	3333	0.7K	https://discord.gg/GUb4X2fCV4	0.7K	https://twitter.com/disordersNFT
118	2021-11-18T17:00:00Z	https://nextdrop.s3.amazonaws.com/8016gnomie_hd.gif	Pawnshop Gnomies │ Loans se...	1.5 SOL	5555	1.0K	http://discord.gg/pawnshopgnomies	4.7K	https://twitter.com/pawnshopgnomies
119	2021-11-18T20:00:00Z	https://nextdrop.s3.amazonaws.com/715solhood.png	"Sol Hands NFT by Solana Hood Games	"	0.75 SOL	5555	1.3K	https://discord.gg/solhoodgames	2.6K	https://twitter.com/SolHoodGames
120	2021-11-18T21:00:00Z	https://nextdrop.s3.amazonaws.com/5610piggie-pixels.jpg	Piggies in Pixels	0.69 SOL	3333	1.6K	https://discord.gg/G2ndnE2pcg	1.0K	https://twitter.com/PiggiesinPixels
121	2021-11-19T19:00:00Z	https://nextdrop.s3.amazonaws.com/566-froggyz.png	FroggyzNFT	1.5 SOL	2222	0.6K	https://discord.gg/vb8aUTEyRA	5.3K	https://twitter.com/FroggyzNFT
122	2021-11-19T19:00:00Z	https://nextdrop.s3.amazonaws.com/4215crypto waifues.jpg	"Crypto Waifus	"	1.0 SOL	5600	0.7K	https://discord.gg/hj7hbJh4gM	4.1K	https://twitter.com/MetaWaifus
123	2021-11-19T21:00:00Z	https://nextdrop.s3.amazonaws.com/4490-strawberry freaks.png	Strawberry Freaks	0.2 SOL	2222	2.1K	https://discord.com/invite/KxHsjgjJyq	0.3K	https://twitter.com/StrawberryFrks
124	2021-11-19T21:00:00Z	https://nextdrop.s3.amazonaws.com/8814dead presidents.jpg	"Dead Presidents - In Fiat We Trust	"	0.4 SOL	600	0.1K	https://discord.gg/K54gAWNkBw	60	https://twitter.com/DeadNft
125	2021-11-20T05:44:00Z	https://nextdrop.s3.amazonaws.com/4296Crypto Nugs.jpg	Crypto Nugz	2.0 SOL	4200		https://discord.gg/pVdcJVWa	5.4K	https://twitter.com/cryptonugz_
